player_name,game_id,saison,league,gameday,venue,team,team_table_position,opponent,opponent_table_position,result,player_position,goal_minute,goal_score,goal_type,goal_added_time,added_time
Christiano Ronaldo,3167761,2018,UEFA Champions League,Viertelfinale,A,Juventus Turin,,Ajax Amsterdam,,1:1,LA,45,0:1,Kopfball,0,0
Christiano Ronaldo,3167762,2018,UEFA Champions League,Viertelfinale,H,Juventus Turin,,Ajax Amsterdam,,1:2,LA,28,1:0,Kopfball,0,0
Christiano Ronaldo,3081365,2018,Serie A,34,A,Juventus Turin,1,Inter Mailand,3,1:1,MS,62,1:1,Linksschuss,0,0
Christiano Ronaldo,3081381,2018,Serie A,35,H,Juventus Turin,1,FC Turin,6,1:1,MS,84,1:1,Kopfball,0,0
Christiano Ronaldo,3229180,2019,Serie A,2,H,Juventus Turin,7,SSC Napoli,3,4:3,LA,62,3:0,Linksschuss,0,0
Christiano Ronaldo,3229199,2019,Serie A,4,H,Juventus Turin,3,Hellas Verona,11,2:1,LA,49,2:1,Elfmeter,0,0
Christiano Ronaldo,3229217,2019,Serie A,6,H,Juventus Turin,2,SPAL,19,2:0,MS,78,2:0,Kopfball,0,0
Christiano Ronaldo,3252168,2019,UEFA Champions League,Gruppenphase,H,Juventus Turin,,Bayer 04 Leverkusen,,3:0,MS,89,3:0,Rechtsschuss,0,0
Christiano Ronaldo,3229238,2019,Serie A,8,H,Juventus Turin,1,FC Bologna,12,2:1,MS,19,1:0,Rechtsschuss,0,0
Christiano Ronaldo,3229258,2019,Serie A,10,H,Juventus Turin,1,Genua CFC,17,2:1,MS,90,2:1,Elfmeter,0,6
Christiano Ronaldo,3229302,2019,Serie A,14,H,Juventus Turin,1,US Sassuolo,11,2:2,MS,68,2:2,Elfmeter,0,0
Christiano Ronaldo,3229309,2019,Serie A,15,A,Juventus Turin,2,Lazio Rom,3,3:1,MS,25,0:1,Abstauber,0,0
Christiano Ronaldo,3252249,2019,UEFA Champions League,Gruppenphase,A,Juventus Turin,,Bayer 04 Leverkusen,,2:0,MS,75,0:1,Rechtsschuss,0,0
Christiano Ronaldo,3229322,2019,Serie A,16,H,Juventus Turin,2,Udinese Calcio,16,3:1,MS,9,1:0,Rechtsschuss,0,0
Christiano Ronaldo,3229322,2019,Serie A,16,H,Juventus Turin,2,Udinese Calcio,16,3:1,MS,37,2:0,Linksschuss,0,0
Christiano Ronaldo,3229332,2019,Serie A,17,A,Juventus Turin,1,Sampdoria Genua,15,2:1,LA,45,1:2,Kopfball,0,0
Christiano Ronaldo,3229340,2019,Serie A,18,H,Juventus Turin,1,Cagliari Calcio,6,4:0,MS,49,1:0,Rechtsschuss,0,0
Christiano Ronaldo,3229340,2019,Serie A,18,H,Juventus Turin,1,Cagliari Calcio,6,4:0,MS,67,2:0,Elfmeter,0,0
Christiano Ronaldo,3229340,2019,Serie A,18,H,Juventus Turin,1,Cagliari Calcio,6,4:0,MS,82,4:0,Linksschuss,0,0
Christiano Ronaldo,3229352,2019,Serie A,19,A,Juventus Turin,1,AS Rom,4,2:1,MS,10,0:2,Elfmeter,0,0
Christiano Ronaldo,3229360,2019,Serie A,20,H,Juventus Turin,1,Parma Calcio 1913,7,2:1,MS,43,1:0,abgefälschter Torschuss,0,0
Christiano Ronaldo,3229360,2019,Serie A,20,H,Juventus Turin,1,Parma Calcio 1913,7,2:1,MS,58,2:1,Rechtsschuss,0,0
Christiano Ronaldo,3305855,2019,Coppa Italia,Viertelfinale,H,Juventus Turin,,AS Rom,,3:1,LA,26,1:0,Linksschuss,0,0
Christiano Ronaldo,3229370,2019,Serie A,21,A,Juventus Turin,1,SSC Napoli,14,2:1,LA,90,2:1,Rechtsschuss,0,0
Christiano Ronaldo,3229377,2019,Serie A,22,H,Juventus Turin,1,AC Florenz,13,3:0,LA,40,1:0,Elfmeter,0,0
Christiano Ronaldo,3229377,2019,Serie A,22,H,Juventus Turin,1,AC Florenz,13,3:0,LA,80,2:0,Elfmeter,0,0
Christiano Ronaldo,3229389,2019,Serie A,23,A,Juventus Turin,1,Hellas Verona,9,2:1,LA,65,0:1,Rechtsschuss,0,0
Christiano Ronaldo,3312132,2019,Coppa Italia,Halbfinale,A,Juventus Turin,,AC Mailand,,1:1,LA,90,1:1,Elfmeter,0,1
Christiano Ronaldo,3229407,2019,Serie A,25,A,Juventus Turin,1,SPAL,20,2:1,LA,39,0:1,Abstauber,0,0
Christiano Ronaldo,3229428,2019,Serie A,27,A,Juventus Turin,1,FC Bologna,10,2:0,LA,23,0:1,Elfmeter,0,0
Christiano Ronaldo,3229442,2019,Serie A,28,H,Juventus Turin,1,US Lecce,18,4:0,LA,62,2:0,Elfmeter,0,0
Christiano Ronaldo,3229448,2019,Serie A,29,A,Juventus Turin,1,Genua CFC,17,3:1,LA,56,0:2,Distanzschuss,0,0
Christiano Ronaldo,3229465,2019,Serie A,30,H,Juventus Turin,1,FC Turin,13,4:1,LA,61,3:1,Direkter Freistoß,0,0
Christiano Ronaldo,3229469,2019,Serie A,31,A,Juventus Turin,1,AC Mailand,7,4:2,LA,53,0:2,Linksschuss,0,0
Christiano Ronaldo,3229476,2019,Serie A,32,H,Juventus Turin,1,Atalanta Bergamo,3,2:2,LA,55,1:1,Elfmeter,0,0
Christiano Ronaldo,3229476,2019,Serie A,32,H,Juventus Turin,1,Atalanta Bergamo,3,2:2,LA,90,2:2,Elfmeter,0,0
Christiano Ronaldo,3229499,2019,Serie A,34,H,Juventus Turin,1,Lazio Rom,4,2:1,LA,51,1:0,Elfmeter,0,0
Christiano Ronaldo,3229499,2019,Serie A,34,H,Juventus Turin,1,Lazio Rom,4,2:1,LA,54,2:0,Kontertor,0,0
Christiano Ronaldo,3229522,2019,Serie A,36,H,Juventus Turin,1,Sampdoria Genua,14,2:0,LA,45,1:0,Rechtsschuss,0,7
Christiano Ronaldo,3291940,2019,UEFA Champions League,Achtelfinale,H,Juventus Turin,,Olympique Lyon,,2:1,LA,43,1:1,Elfmeter,0,0
Christiano Ronaldo,3291940,2019,UEFA Champions League,Achtelfinale,H,Juventus Turin,,Olympique Lyon,,2:1,LA,60,2:1,Linksschuss,0,0
Christiano Ronaldo,3433188,2020,Serie A,1,H,Juventus Turin,4,Sampdoria Genua,9,3:0,MS,88,3:0,Rechtsschuss,0,0
Christiano Ronaldo,3433200,2020,Serie A,2,A,Juventus Turin,5,AS Rom,19,2:2,MS,44,1:1,Elfmeter,0,0
Christiano Ronaldo,3433200,2020,Serie A,2,A,Juventus Turin,5,AS Rom,19,2:2,MS,69,2:2,Kopfball,0,0
Christiano Ronaldo,3433241,2020,Serie A,6,A,Juventus Turin,5,Spezia Calcio,14,4:1,MS,59,1:2,Rechtsschuss,0,0
Christiano Ronaldo,3433241,2020,Serie A,6,A,Juventus Turin,5,Spezia Calcio,14,4:1,MS,76,1:4,Elfmeter,0,0
Christiano Ronaldo,3433250,2020,Serie A,7,A,Juventus Turin,4,Lazio Rom,10,1:1,LA,15,0:1,Rechtsschuss,0,0
Christiano Ronaldo,3433258,2020,Serie A,8,H,Juventus Turin,5,Cagliari Calcio,10,2:0,MS,38,1:0,Rechtsschuss,0,0
Christiano Ronaldo,3433258,2020,Serie A,8,H,Juventus Turin,5,Cagliari Calcio,10,2:0,MS,42,2:0,Rechtsschuss,0,0
Christiano Ronaldo,3461777,2020,UEFA Champions League,Gruppenphase,H,Juventus Turin,,Ferencvárosi TC,,2:1,MS,35,1:1,Linksschuss,0,0
Christiano Ronaldo,3461788,2020,UEFA Champions League,Gruppenphase,H,Juventus Turin,,Dynamo Kyiv,,3:0,MS,57,2:0,Rechtsschuss,0,0
Christiano Ronaldo,3461820,2020,UEFA Champions League,Gruppenphase,A,Juventus Turin,,FC Barcelona,,3:0,MS,13,0:1,Elfmeter,0,0
Christiano Ronaldo,3461820,2020,UEFA Champions League,Gruppenphase,A,Juventus Turin,,FC Barcelona,,3:0,MS,52,0:3,Elfmeter,0,0
Christiano Ronaldo,3433289,2020,Serie A,11,A,Juventus Turin,4,Genua CFC,19,3:1,MS,78,1:2,Elfmeter,0,0
Christiano Ronaldo,3433289,2020,Serie A,11,A,Juventus Turin,4,Genua CFC,19,3:1,MS,89,1:3,Elfmeter,0,0
Christiano Ronaldo,3433311,2020,Serie A,13,A,Juventus Turin,3,Parma Calcio 1913,14,4:0,MS,26,0:2,Kopfball,0,0
Christiano Ronaldo,3433311,2020,Serie A,13,A,Juventus Turin,3,Parma Calcio 1913,14,4:0,MS,48,0:3,Linksschuss,0,0
Christiano Ronaldo,3433331,2020,Serie A,15,H,Juventus Turin,3,Udinese Calcio,12,4:1,MS,31,1:0,Rechtsschuss,0,0
Christiano Ronaldo,3433331,2020,Serie A,15,H,Juventus Turin,3,Udinese Calcio,12,4:1,MS,70,3:0,Linksschuss,0,0
Christiano Ronaldo,3433348,2020,Serie A,17,H,Juventus Turin,3,US Sassuolo,6,3:1,MS,90,3:1,Rechtsschuss,0,2
Christiano Ronaldo,3488720,2020,Supercoppa Italiana,Finale,H,Juventus Turin,,SSC Napoli,,2:0,MS,64,1:0,Abstauber,0,0
Christiano Ronaldo,3512279,2020,Coppa Italia,Halbfinale,A,Juventus Turin,,Inter Mailand,,2:1,MS,26,1:1,Elfmeter,0,0
Christiano Ronaldo,3512279,2020,Coppa Italia,Halbfinale,A,Juventus Turin,,Inter Mailand,,2:1,MS,35,1:2,Linksschuss,0,0
Christiano Ronaldo,3433390,2020,Serie A,21,H,Juventus Turin,3,AS Rom,4,2:0,MS,13,1:0,Linksschuss,0,0
Christiano Ronaldo,3433406,2020,Serie A,23,H,Juventus Turin,3,FC Crotone,20,3:0,MS,38,1:0,Kopfball,0,0
Christiano Ronaldo,3433406,2020,Serie A,23,H,Juventus Turin,3,FC Crotone,20,3:0,MS,45,2:0,Kopfball,0,1
Christiano Ronaldo,3433420,2020,Serie A,24,A,Juventus Turin,3,Hellas Verona,9,1:1,MS,49,0:1,Rechtsschuss,0,0
Christiano Ronaldo,3433431,2020,Serie A,25,H,Juventus Turin,3,Spezia Calcio,15,3:0,MS,89,3:0,Kontertor,0,0
Christiano Ronaldo,3433448,2020,Serie A,27,A,Juventus Turin,3,Cagliari Calcio,18,3:1,MS,10,0:1,Kopfball,0,0
Christiano Ronaldo,3433448,2020,Serie A,27,A,Juventus Turin,3,Cagliari Calcio,18,3:1,MS,25,0:2,Elfmeter,0,0
Christiano Ronaldo,3433448,2020,Serie A,27,A,Juventus Turin,3,Cagliari Calcio,18,3:1,MS,32,0:3,Linksschuss,0,0
Christiano Ronaldo,3433468,2020,Serie A,29,A,Juventus Turin,3,FC Turin,17,2:2,MS,79,2:2,Kopfball,0,0
Christiano Ronaldo,3433209,2020,Serie A,3,H,Juventus Turin,6,SSC Napoli,1,2:1,MS,13,1:0,Rechtsschuss,0,0
Christiano Ronaldo,3433521,2020,Serie A,34,A,Juventus Turin,3,Udinese Calcio,11,2:1,MS,83,1:1,Elfmeter,0,0
Christiano Ronaldo,3433521,2020,Serie A,34,A,Juventus Turin,3,Udinese Calcio,11,2:1,MS,89,1:2,Kopfball,0,0
Christiano Ronaldo,3433538,2020,Serie A,36,A,Juventus Turin,5,US Sassuolo,8,3:1,MS,45,0:2,Linksschuss,0,0
Christiano Ronaldo,3433549,2020,Serie A,37,H,Juventus Turin,5,Inter Mailand,1,3:2,MS,24,1:0,Elfmeternachschuss,0,0
Christiano Ronaldo,3592028,2021,Premier League,4,H,Manchester United,3,Newcastle United,17,4:1,MS,45,1:0,Abstauber,0,2
Christiano Ronaldo,3592028,2021,Premier League,4,H,Manchester United,3,Newcastle United,17,4:1,MS,62,2:1,Linksschuss,0,0
Christiano Ronaldo,3651031,2021,UEFA Champions League,Gruppenphase,A,Manchester United,,BSC Young Boys,,2:1,MS,13,0:1,Rechtsschuss,0,0
Christiano Ronaldo,3591969,2021,Premier League,5,A,Manchester United,1,West Ham United,8,2:1,MS,35,1:1,Rechtsschuss,0,0
Christiano Ronaldo,3651072,2021,UEFA Champions League,Gruppenphase,H,Manchester United,,FC Villarreal,,2:1,MS,90,2:1,Rechtsschuss,0,5
Christiano Ronaldo,3651088,2021,UEFA Champions League,Gruppenphase,H,Manchester United,,Atalanta Bergamo,,3:2,MS,81,3:2,Kopfball,0,0
Christiano Ronaldo,3591978,2021,Premier League,10,A,Manchester United,7,Tottenham Hotspur,6,3:0,MS,39,0:1,Rechtsschuss,0,0
Christiano Ronaldo,3651096,2021,UEFA Champions League,Gruppenphase,A,Manchester United,,Atalanta Bergamo,,2:2,MS,45,1:1,Rechtsschuss,0,1
Christiano Ronaldo,3651096,2021,UEFA Champions League,Gruppenphase,A,Manchester United,,Atalanta Bergamo,,2:2,MS,90,2:2,Rechtsschuss,0,1
Christiano Ronaldo,3651111,2021,UEFA Champions League,Gruppenphase,A,Manchester United,,FC Villarreal,,2:0,MS,78,0:1,Rechtsschuss,0,0
Christiano Ronaldo,3592134,2021,Premier League,14,H,Manchester United,8,FC Arsenal,5,3:2,MS,52,2:1,Rechtsschuss,0,0
Christiano Ronaldo,3592134,2021,Premier League,14,H,Manchester United,8,FC Arsenal,5,3:2,MS,70,3:2,Elfmeter,0,0
Christiano Ronaldo,3592080,2021,Premier League,16,A,Manchester United,6,Norwich City,20,1:0,MS,75,0:1,Elfmeter,0,0
Christiano Ronaldo,3592298,2021,Premier League,20,H,Manchester United,6,FC Burnley,16,3:1,MS,35,3:0,Rechtsschuss,0,0
Christiano Ronaldo,3592084,2021,Premier League,18,H,Manchester United,5,Brighton & Hove Albion,13,2:0,MS,51,1:0,Rechtsschuss,0,0
Christiano Ronaldo,3592236,2021,Premier League,29,H,Manchester United,6,Tottenham Hotspur,4,3:2,MS,12,1:0,Rechtsschuss,0,0
Christiano Ronaldo,3592236,2021,Premier League,29,H,Manchester United,6,Tottenham Hotspur,4,3:2,MS,38,2:1,Rechtsschuss,0,0
Christiano Ronaldo,3592236,2021,Premier League,29,H,Manchester United,6,Tottenham Hotspur,4,3:2,MS,81,3:2,Kopfball,0,0
Christiano Ronaldo,3592218,2021,Premier League,33,H,Manchester United,7,Norwich City,20,3:2,MS,7,1:0,Rechtsschuss,0,0
Christiano Ronaldo,3592218,2021,Premier League,33,H,Manchester United,7,Norwich City,20,3:2,MS,32,2:0,Kopfball,0,0
Christiano Ronaldo,3592218,2021,Premier League,33,H,Manchester United,7,Norwich City,20,3:2,MS,76,3:2,Direkter Freistoß,0,0
Christiano Ronaldo,3592170,2021,Premier League,34,A,Manchester United,6,FC Arsenal,5,3:1,MS,34,2:1,Linksschuss,0,0
Christiano Ronaldo,3592202,2021,Premier League,37,H,Manchester United,6,FC Chelsea,3,1:1,MS,62,1:1,Rechtsschuss,0,0
Christiano Ronaldo,3592219,2021,Premier League,35,H,Manchester United,6,FC Brentford,12,3:0,MS,61,2:0,Elfmeter,0,0
Christiano Ronaldo,3912589,2022,UEFA Europa League,Gruppenphase,A,Manchester United,,FC Sheriff Tiraspol,,2:0,MS,39,0:2,Elfmeter,0,0
Christiano Ronaldo,3838023,2022,Premier League,10,A,Manchester United,9,FC Everton,13,2:1,MS,44,1:2,Kontertor,0,0
Christiano Ronaldo,3912584,2022,UEFA Europa League,Gruppenphase,H,Manchester United,,FC Sheriff Tiraspol,,3:0,MS,81,3:0,Linksschuss,0,0
Christiano Ronaldo,3901022,2022,Saudi Pro League,15,A,Al-Nassr FC,1,Al-Fateh SC,7,2:2,MS,90,2:2,Elfmeter,0,3
Christiano Ronaldo,4002722,2022,Saudi Pro League,16,A,Al-Nassr FC,1,Al-Wehda FC,13,4:0,MS,21,0:1,Linksschuss,0,0
Christiano Ronaldo,4002722,2022,Saudi Pro League,16,A,Al-Nassr FC,1,Al-Wehda FC,13,4:0,MS,40,0:2,Rechtsschuss,0,0
Christiano Ronaldo,4002722,2022,Saudi Pro League,16,A,Al-Nassr FC,1,Al-Wehda FC,13,4:0,MS,53,0:3,Elfmeter,0,0
Christiano Ronaldo,4002722,2022,Saudi Pro League,16,A,Al-Nassr FC,1,Al-Wehda FC,13,4:0,MS,61,0:4,Rechtsschuss,0,0
Christiano Ronaldo,4002742,2022,Saudi Pro League,18,A,Al-Nassr FC,1,Damac FC,8,3:0,MS,18,0:1,Elfmeter,0,0
Christiano Ronaldo,4002742,2022,Saudi Pro League,18,A,Al-Nassr FC,1,Damac FC,8,3:0,MS,23,0:2,Linksschuss,0,0
Christiano Ronaldo,4002742,2022,Saudi Pro League,18,A,Al-Nassr FC,1,Damac FC,8,3:0,MS,44,0:3,Kontertor,0,0
Christiano Ronaldo,4002766,2022,Saudi Pro League,21,H,Al-Nassr FC,2,Abha Club,12,2:1,MS,78,1:1,Direkter Freistoß,0,0
Christiano Ronaldo,4002769,2022,Saudi Pro League,22,A,Al-Nassr FC,2,Al-Adalah FC,14,5:0,MS,40,0:1,Elfmeter,0,0
Christiano Ronaldo,4002769,2022,Saudi Pro League,22,A,Al-Nassr FC,2,Al-Adalah FC,14,5:0,MS,66,0:3,Linksschuss,0,0
Christiano Ronaldo,4057500,2022,Saudi Pro League,24,H,Al-Nassr FC,2,Al-Raed SFC,11,4:0,MS,4,1:0,Kopfball,0,0
Christiano Ronaldo,4066486,2022,Saudi Pro League,27,A,Al-Nassr FC,2,Al-Tai FC,7,2:0,MS,52,0:1,Elfmeter,0,0
Christiano Ronaldo,4066495,2022,Saudi Pro League,28,H,Al-Nassr FC,2,Al-Shabab FC,3,3:2,MS,59,3:2,Rechtsschuss,0,0
Christiano Ronaldo,4138384,2023,Saudi Pro League,3,A,Al-Nassr FC,15,Al-Fateh SC,6,5:0,MS,38,0:2,Kopfball,0,0
Christiano Ronaldo,4138384,2023,Saudi Pro League,3,A,Al-Nassr FC,15,Al-Fateh SC,6,5:0,MS,55,0:3,Linksschuss,0,0
Christiano Ronaldo,4138384,2023,Saudi Pro League,3,A,Al-Nassr FC,15,Al-Fateh SC,6,5:0,MS,90,0:5,Linksschuss,0,6
Christiano Ronaldo,4138411,2023,Saudi Pro League,4,H,Al-Nassr FC,10,Al-Shabab FC,14,4:0,MS,13,1:0,Elfmeter,0,0
Christiano Ronaldo,4138411,2023,Saudi Pro League,4,H,Al-Nassr FC,10,Al-Shabab FC,14,4:0,MS,38,2:0,Elfmeter,0,0
Christiano Ronaldo,4138484,2023,Saudi Pro League,5,A,Al-Nassr FC,6,Al-Hazem SC,16,5:1,MS,68,1:4,Rechtsschuss,0,0
Christiano Ronaldo,4138206,2023,Saudi Pro League,6,A,Al-Nassr FC,6,Al-Raed SFC,14,3:1,MS,78,0:3,Linksschuss,0,0
Christiano Ronaldo,4138494,2023,Saudi Pro League,7,H,Al-Nassr FC,6,Al-Ahli SFC,3,4:3,MS,4,1:0,Linksschuss,0,0
Christiano Ronaldo,4138494,2023,Saudi Pro League,7,H,Al-Nassr FC,6,Al-Ahli SFC,3,4:3,MS,52,4:2,Linksschuss,0,0
Christiano Ronaldo,4138431,2023,Saudi Pro League,8,A,Al-Nassr FC,5,Al-Tai FC,12,2:1,MS,87,1:2,Elfmeter,0,0
Christiano Ronaldo,4166325,2023,AFC Champions League,Gruppenphase,H,Al-Nassr FC,,Istiklol Dushanbe,,3:1,MS,66,1:1,Linksschuss,0,0
Christiano Ronaldo,4138350,2023,Saudi Pro League,10,H,Al-Nassr FC,3,Damac FC,10,2:1,MS,56,2:1,Direkter Freistoß,0,0
Christiano Ronaldo,4166327,2023,AFC Champions League,Gruppenphase,H,Al-Nassr FC,,Al-Duhail SC,,4:3,MS,61,3:0,Linksschuss,0,0
Christiano Ronaldo,4166327,2023,AFC Champions League,Gruppenphase,H,Al-Nassr FC,,Al-Duhail SC,,4:3,MS,81,4:2,Linksschuss,0,0
Christiano Ronaldo,4138442,2023,Saudi Pro League,12,H,Al-Nassr FC,2,Al-Khaleej FC,13,2:0,MS,26,1:0,Rechtsschuss,0,0
Christiano Ronaldo,4138414,2023,Saudi Pro League,13,A,Al-Nassr FC,2,Al-Wehda FC,8,3:1,MS,49,0:3,Rechtsschuss,0,0
Christiano Ronaldo,4138465,2023,Saudi Pro League,14,H,Al-Nassr FC,2,Al-Okhdood Club,16,3:0,MS,77,2:0,Rechtsschuss,0,0
Christiano Ronaldo,4138465,2023,Saudi Pro League,14,H,Al-Nassr FC,2,Al-Okhdood Club,16,3:0,MS,80,3:0,Rechtsschuss,0,0
Christiano Ronaldo,4138449,2023,Saudi Pro League,16,H,Al-Nassr FC,2,Al-Riyadh SC,13,4:1,MS,31,1:0,Rechtsschuss,0,0
Christiano Ronaldo,4222014,2023,King's Cup,Viertelfinale,A,Al-Nassr FC,,Al-Shabab FC,,5:2,MS,74,1:4,Rechtsschuss,0,0
Christiano Ronaldo,4138245,2023,Saudi Pro League,18,H,Al-Nassr FC,2,Al-Ettifaq FC,8,3:1,MS,73,3:0,Elfmeter,0,0
Christiano Ronaldo,4138499,2023,Saudi Pro League,17,A,Al-Nassr FC,2,Al-Ittihad Club,5,5:2,MS,19,1:1,Elfmeter,0,0
Christiano Ronaldo,4138499,2023,Saudi Pro League,17,A,Al-Nassr FC,2,Al-Ittihad Club,5,5:2,MS,68,2:3,Elfmeter,0,0
Christiano Ronaldo,4138239,2023,Saudi Pro League,19,A,Al-Nassr FC,2,Al-Taawoun FC,4,4:1,MS,90,1:4,Kopfball,0,2
Christiano Ronaldo,4249781,2023,AFC Champions League,Achtelfinale,A,Al-Nassr FC,,Al-Fayha FC,,1:0,MS,81,0:1,Rechtsschuss,0,0
Christiano Ronaldo,4138215,2023,Saudi Pro League,20,H,Al-Nassr FC,2,Al-Fateh SC,7,2:1,MS,17,1:0,Rechtsschuss,0,0
Christiano Ronaldo,4250456,2023,AFC Champions League,Achtelfinale,H,Al-Nassr FC,,Al-Fayha FC,,2:0,MS,86,2:0,Rechtsschuss,0,0
Christiano Ronaldo,4138231,2023,Saudi Pro League,21,A,Al-Nassr FC,2,Al-Shabab FC,10,3:2,MS,21,0:1,Elfmeter,0,0
Christiano Ronaldo,4304560,2023,AFC Champions League,Viertelfinale,H,Al-Nassr FC,,Al-Ain FC,,5:6  n.E.,MS,118,4:3,Elfmeter,0,0
Christiano Ronaldo,4138343,2023,Saudi Pro League,24,A,Al-Nassr FC,2,Al-Ahli SFC,3,1:0,MS,68,0:1,Elfmeter,0,0
Christiano Ronaldo,4138334,2023,Saudi Pro League,25,H,Al-Nassr FC,2,Al-Tai FC,16,5:1,MS,64,3:1,Rechtsschuss,0,0
Christiano Ronaldo,4138334,2023,Saudi Pro League,25,H,Al-Nassr FC,2,Al-Tai FC,16,5:1,MS,67,4:1,Rechtsschuss,0,0
Christiano Ronaldo,4138334,2023,Saudi Pro League,25,H,Al-Nassr FC,2,Al-Tai FC,16,5:1,MS,87,5:1,Kopfball,0,0
Christiano Ronaldo,4138319,2023,Saudi Pro League,26,A,Al-Nassr FC,2,Abha Club,17,8:0,MS,11,0:1,Direkter Freistoß,0,0
Christiano Ronaldo,4138319,2023,Saudi Pro League,26,A,Al-Nassr FC,2,Abha Club,17,8:0,MS,21,0:2,Direkter Freistoß,0,0
Christiano Ronaldo,4138319,2023,Saudi Pro League,26,A,Al-Nassr FC,2,Abha Club,17,8:0,MS,42,0:4,Rechtsschuss,0,0
Christiano Ronaldo,4326097,2023,King's Cup,Halbfinale,H,Al-Nassr FC,,Al-Khaleej FC,,3:1,MS,17,1:0,Linksschuss,0,0
Christiano Ronaldo,4326097,2023,King's Cup,Halbfinale,H,Al-Nassr FC,,Al-Khaleej FC,,3:1,MS,57,3:0,Linksschuss,0,0
Christiano Ronaldo,4138260,2023,Saudi Pro League,30,H,Al-Nassr FC,2,Al-Wehda FC,12,6:0,MS,5,1:0,Rechtsschuss,0,0
Christiano Ronaldo,4138260,2023,Saudi Pro League,30,H,Al-Nassr FC,2,Al-Wehda FC,12,6:0,MS,12,2:0,Kopfball,0,0
Christiano Ronaldo,4138260,2023,Saudi Pro League,30,H,Al-Nassr FC,2,Al-Wehda FC,12,6:0,MS,52,5:0,Linksschuss,0,0
Christiano Ronaldo,4138250,2023,Saudi Pro League,31,A,Al-Nassr FC,2,Al-Okhdood Club,15,3:2,MS,15,0:2,Rechtsschuss,0,0
Christiano Ronaldo,4138369,2023,Saudi Pro League,34,H,Al-Nassr FC,2,Al-Ittihad Club,5,4:2,MS,45,1:0,Linksschuss,0,3
Christiano Ronaldo,4138369,2023,Saudi Pro League,34,H,Al-Nassr FC,2,Al-Ittihad Club,5,4:2,MS,69,2:0,Kopfball,0,0
Christiano Ronaldo,4430263,2024,Saudi Super Cup,Halbfinale,A,Al-Nassr FC,,Al-Taawoun FC,,2:0,MS,57,0:2,Rechtsschuss,0,0
Christiano Ronaldo,4431572,2024,Saudi Super Cup,Finale,A,Al-Nassr FC,,Al-Hilal SFC,,4:1,MS,44,0:1,Rechtsschuss,0,0
Christiano Ronaldo,4404838,2024,Saudi Pro League,1,H,Al-Nassr FC,4,Al-Raed SFC,12,1:1,MS,34,1:0,Kopfball,0,0
Christiano Ronaldo,4404847,2024,Saudi Pro League,2,A,Al-Nassr FC,10,Al-Fayha FC,12,4:1,MS,45,0:2,Direkter Freistoß,0,10
Christiano Ronaldo,4404867,2024,Saudi Pro League,4,A,Al-Nassr FC,7,Al-Ettifaq FC,3,3:0,MS,33,0:1,Elfmeter,0,0
Christiano Ronaldo,4404873,2024,Saudi Pro League,5,H,Al-Nassr FC,5,Al-Wehda FC,14,2:0,MS,56,2:0,Elfmeter,0,0
Christiano Ronaldo,4434598,2024,AFC Champions League Elite,Gruppenphase,H,Al-Nassr FC,,Al-Rayyan SC,,2:1,MS,76,2:0,Linksschuss,0,0
Christiano Ronaldo,4404887,2024,Saudi Pro League,6,H,Al-Nassr FC,4,Al-Orobah FC,9,3:0,MS,17,1:0,Elfmeter,0,0
Christiano Ronaldo,4404909,2024,Saudi Pro League,7,A,Al-Nassr FC,3,Al-Shabab FC,4,2:1,MS,90,1:2,Elfmeter,0,7
Christiano Ronaldo,4434625,2024,AFC Champions League Elite,Gruppenphase,H,Al-Nassr FC,,Al-Ain FC,,5:1,MS,31,2:0,Linksschuss,0,0
Christiano Ronaldo,4410853,2024,Saudi Pro League,11,H,Al-Nassr FC,3,Al-Qadsiah FC,5,1:2,MS,32,1:0,Rechtsschuss,0,0
Christiano Ronaldo,4434633,2024,AFC Champions League Elite,Gruppenphase,A,Al-Nassr FC,,Al-Gharafa SC,,3:1,MS,46,0:1,Kopfball,0,0
Christiano Ronaldo,4434633,2024,AFC Champions League Elite,Gruppenphase,A,Al-Nassr FC,,Al-Gharafa SC,,3:1,MS,64,0:3,Kontertor,0,0
Christiano Ronaldo,4410956,2024,Saudi Pro League,12,H,Al-Nassr FC,3,Damac FC,11,2:0,MS,17,1:0,Elfmeter,0,0
Christiano Ronaldo,4410956,2024,Saudi Pro League,12,H,Al-Nassr FC,3,Damac FC,11,2:0,MS,79,2:0,Linksschuss,0,0
Christiano Ronaldo,4410794,2024,Saudi Pro League,13,A,Al-Nassr FC,3,Al-Ittihad Club,1,2:1,MS,57,1:1,Rechtsschuss,0,0
